tower_id,avg_latency_ms,avg_packet_loss_pct,avg_download_mbps,avg_upload_mbps,avg_signal_strength_dbm,avg_cpu_utilization_pct,avg_memory_utilization_pct,avg_call_drop_rate,avg_connection_failure_rate,avg_active_users,region,technology,latitude,longitude,installation_year,tower_health_score,tower_status,problem_indicators,anomaly_prediction,anomaly_score,anomaly_status
T1023,34.34025,0.5205833333333333,119.63416666666667,34.55233333333333,-75.03308333333332,53.02908333333333,50.969833333333334,0.9581666666666667,1.48275,505.43333333333334,East,5G,11.011909,80.608192,2023,82.13,Healthy,No Major Issue,1,0.10681456872579953,Normal
T1024,35.11175,0.5351666666666667,122.23883333333333,34.98074999999999,-75.16866666666667,54.89341666666667,49.47266666666667,0.9649166666666668,1.4631666666666667,512.1416666666667,North,5G,34.240979,90.096904,2024,81.69,Healthy,No Major Issue,1,0.1059437248965081,Normal
T1025,36.69975,0.51,117.43724999999999,34.30166666666666,-73.89741666666667,55.36275,49.73025,0.97125,1.5912499999999998,503.0833333333333,North,5G,30.725072,82.722224,2019,82.01,Healthy,No Major Issue,1,0.008815750717902082,Normal
T1026,34.81541666666667,0.4921666666666667,118.83225,36.31375,-74.79266666666668,55.36625,50.261583333333334,1.0408333333333333,1.4922499999999999,493.90833333333336,South,5G,28.587792,83.641992,2024,81.78,Healthy,No Major Issue,1,0.15791638986369888,Normal
T1027,35.28941666666666,0.5235833333333333,120.08708333333334,36.869,-74.81791666666666,56.58991666666667,50.60491666666667,0.9691666666666666,1.52075,519.3333333333334,North,5G,21.192354,71.244164,2021,81.55,Healthy,No Major Issue,1,0.09596932506459871,Normal
T1028,34.240249999999996,0.5258333333333334,122.15033333333334,34.15725,-75.00858333333333,53.787749999999996,48.782000000000004,1.0368333333333333,1.5150833333333333,501.48333333333335,East,4G,9.563979,93.462278,2017,81.88,Healthy,No Major Issue,1,0.12471898848166169,Normal
T1029,35.01483333333333,0.5131666666666667,123.86208333333335,35.56075,-75.19266666666667,55.30683333333333,49.318666666666665,0.9545833333333333,1.4535833333333334,486.01666666666665,North,5G,30.032628,96.36155,2024,81.69,Healthy,No Major Issue,1,0.1254649702286057,Normal
T1030,35.42758333333334,0.5144166666666666,120.08483333333334,34.876,-75.25825,53.20733333333333,50.511583333333334,0.9758333333333333,1.55875,508.95,South,4G,25.813272,95.458612,2018,81.8,Healthy,No Major Issue,1,0.11350282845629367,Normal
T1031,34.185249999999996,0.50375,120.34283333333333,33.56125,-74.70158333333333,57.196583333333336,48.79958333333333,1.0008333333333332,1.5535833333333333,500.4583333333333,East,5G,34.037798,94.938491,2019,81.59,Healthy,No Major Issue,1,0.12102137181229161,Normal
T1032,34.81941666666667,0.5071666666666667,118.27183333333333,33.35341666666667,-75.31741666666667,53.81166666666666,51.035,0.9860000000000001,1.4628333333333332,492.94166666666666,East,5G,34.869033,86.846464,2023,81.83,Healthy,No Major Issue,1,0.14790075643825817,Normal
T1033,34.352833333333336,0.47891666666666666,118.70958333333333,34.8975,-76.38833333333334,55.00833333333333,50.64508333333333,1.0083333333333333,1.4869166666666667,488.6166666666667,Central,5G,11.267113,74.516223,2021,81.16,Healthy,No Major Issue,1,0.08510376559142163,Normal
T1034,34.52333333333333,0.5085000000000001,121.31258333333334,35.28275,-75.738,55.971,48.891,1.0465,1.5144166666666665,491.21666666666664,North,4G,23.887883,68.208534,2016,81.18,Healthy,No Major Issue,1,0.12248828897634495,Normal
T1035,34.59408333333333,0.4829166666666667,119.52616666666667,35.51541666666667,-73.57825,54.39633333333334,49.6915,0.993,1.4905833333333334,500.2583333333333,South,4G,32.44634,92.929427,2017,82.65,Healthy,No Major Issue,1,0.0694977165173507,Normal
T1036,35.27733333333333,0.49433333333333335,122.9525,34.59791666666667,-75.50091666666667,55.384083333333336,50.49125,1.0301666666666667,1.5061666666666667,492.76666666666665,Central,4G,15.518886,82.07702,2024,81.37,Healthy,No Major Issue,1,0.1567197182866616,Normal
T1037,87.22766666666666,3.1205833333333333,120.33208333333333,34.33991666666667,-82.873,70.2665,51.0455,3.5548333333333333,5.152166666666667,434.51666666666665,South,5G,14.560926,81.716215,2022,57.58,Critical,Connection Failures,-1,-0.15411479873935086,Anomaly
T1038,34.879,0.502,117.57050000000001,36.10858333333333,-74.66533333333334,55.15716666666666,49.46008333333334,1.0008333333333332,1.4206666666666665,499.4583333333333,South,4G,10.617132,80.500484,2022,81.98,Healthy,No Major Issue,1,0.14425411649912345,Normal
T1039,34.78475,0.513,119.55225,34.635083333333334,-75.24274999999999,53.793416666666666,51.111250000000005,0.9803333333333334,1.4871666666666667,508.4,West,5G,31.323592,69.570964,2017,81.85,Healthy,No Major Issue,1,0.14994773411386936,Normal
T1040,35.37116666666667,0.52825,117.12925,35.04291666666666,-74.94525,54.917500000000004,50.27133333333334,1.00325,1.458,496.775,North,5G,27.661767,91.217183,2017,81.73,Healthy,No Major Issue,1,0.14409410047325277,Normal
T1041,33.569583333333334,0.5228333333333334,120.26808333333334,34.75466666666667,-75.16091666666667,55.733333333333334,49.488166666666665,1.0055,1.5020833333333334,501.325,South,4G,13.135641,81.009793,2022,81.65,Healthy,No Major Issue,1,0.12296234452912053,Normal
T1042,35.96841666666667,0.47108333333333335,120.65208333333334,35.61333333333334,-75.36091666666667,55.90175,48.818,1.0088333333333332,1.476,507.8333333333333,South,5G,20.490958,93.360093,2017,81.41,Healthy,No Major Issue,1,0.10010418514998276,Normal
T1043,35.53358333333333,0.49225,116.61758333333334,35.63041666666666,-75.5055,54.76725,50.240249999999996,1.0640833333333333,1.5694166666666667,501.6666666666667,West,4G,9.365885,96.979192,2016,81.33,Healthy,No Major Issue,1,0.09886460210246706,Normal
T1044,33.473083333333335,0.4766666666666667,119.94833333333332,34.751,-74.79766666666666,54.63758333333333,49.71483333333333,1.0382500000000001,1.4520833333333334,504.7916666666667,North,4G,12.4904,82.083593,2019,82.1,Healthy,No Major Issue,1,0.08289683423856115,Normal
T1045,34.622166666666665,0.50975,119.73091666666667,34.067166666666665,-74.80641666666666,55.68475,49.291333333333334,1.0035833333333335,1.5553333333333332,503.075,West,4G,12.445202,68.062506,2022,81.7,Healthy,No Major Issue,1,0.15373359561539623,Normal
T1046,36.23833333333334,0.525,116.31958333333334,34.308083333333336,-74.54025,53.528999999999996,49.743500000000004,0.9450833333333333,1.5213333333333334,511.81666666666666,East,5G,15.701729,88.201154,2024,82.09,Healthy,No Major Issue,1,0.06053276392551976,Normal
T1047,35.010999999999996,0.505,119.61683333333333,35.34391666666667,-75.39899999999999,53.27575,50.44175,0.98425,1.4803333333333333,498.325,West,4G,13.127242,74.313326,2016,81.84,Healthy,No Major Issue,1,0.1382268037011259,Normal
T1048,33.90841666666667,0.4938333333333333,123.56183333333334,34.77791666666667,-75.70491666666666,55.21991666666667,49.832750000000004,1.0494166666666667,1.4420833333333334,499.9583333333333,Central,4G,28.19534,69.657793,2025,81.47,Healthy,No Major Issue,1,0.09603338342031109,Normal
T1049,35.50358333333334,0.5225000000000001,118.01816666666667,35.69175,-74.32308333333334,54.72241666666666,49.733666666666664,1.1009166666666668,1.49175,498.425,West,4G,9.535749,82.727026,2018,81.89,Healthy,No Major Issue,1,0.05485200564348969,Normal
T1050,34.37275,0.5199166666666667,119.14108333333334,34.14491666666667,-74.94325,55.30891666666666,49.27325,1.0051666666666668,1.46475,495.7416666666667,North,4G,26.230739,74.820913,2017,81.78,Healthy,No Major Issue,1,0.15448548581396537,Normal
T1051,35.613166666666665,0.48708333333333337,120.25825,35.67658333333333,-74.64216666666667,53.186166666666665,51.01133333333333,1.0414166666666667,1.46275,501.46666666666664,Central,4G,23.630815,69.152508,2017,82.14,Healthy,No Major Issue,1,0.10964489740184663,Normal
T1052,34.73475,0.5095,119.99608333333335,33.47591666666667,-75.03025,54.33541666666667,49.163583333333335,0.9669166666666666,1.5408333333333333,510.925,West,5G,33.237069,73.923517,2021,81.85,Healthy,No Major Issue,1,0.15102454439485735,Normal
T1053,34.82633333333333,0.5085000000000001,121.91666666666667,33.29325,-75.26858333333332,54.662166666666664,51.80266666666667,1.0199166666666666,1.389,503.775,South,5G,18.686218,87.479016,2020,81.75,Healthy,No Major Issue,1,0.11396579859893169,Normal
T1054,35.42208333333333,0.4855,121.09108333333333,35.666333333333334,-74.79691666666666,54.99766666666667,50.91608333333333,1.0028333333333335,1.5394166666666667,491.3666666666667,West,5G,33.083495,95.136294,2016,81.8,Healthy,No Major Issue,1,0.15365493304210304,Normal
T1055,35.77825,0.483,119.26891666666667,35.668,-75.05575,56.28391666666666,49.755833333333335,0.9728333333333334,1.5118333333333331,490.21666666666664,West,4G,9.978039,74.181475,2020,81.51,Healthy,No Major Issue,1,0.12554806340123892,Normal
T1056,34.76975,0.47791666666666666,118.13075,35.62325,-75.45608333333332,54.76433333333333,51.658249999999995,0.9915,1.5338333333333334,499.875,South,5G,31.783333,93.498837,2021,81.6,Healthy,No Major Issue,1,0.14641702448014537,Normal
T1057,34.90325,0.49441666666666667,120.68024999999999,33.80108333333333,-75.53058333333334,55.05408333333333,50.03041666666666,1.0098333333333334,1.5591666666666666,504.93333333333334,East,4G,19.830983,83.753321,2020,81.42,Healthy,No Major Issue,1,0.1426094224795173,Normal
T1058,35.22533333333333,0.5043333333333334,120.91883333333334,35.67508333333333,-74.69025,54.80166666666666,48.40691666666667,0.98475,1.48125,493.34166666666664,Central,4G,26.032307,84.083466,2017,81.95,Healthy,No Major Issue,1,0.17227909010299336,Normal
T1059,34.31683333333333,0.497,117.04708333333333,35.2365,-75.34525000000001,53.42008333333333,49.63725,0.9994166666666667,1.4298333333333335,508.95,South,5G,11.116574,71.104043,2024,81.96,Healthy,No Major Issue,1,0.10164678221203077,Normal
T1060,35.083,0.5090833333333333,120.85841666666667,35.56766666666667,-75.37875000000001,52.624,50.145250000000004,1.0489166666666667,1.5448333333333333,494.7416666666667,South,5G,15.607419,74.10826,2021,81.77,Healthy,No Major Issue,1,0.10081175118671154,Normal
T1061,34.38158333333333,0.5096666666666667,119.52383333333334,33.874916666666664,-74.36091666666667,55.98733333333333,50.66591666666667,0.9816666666666667,1.4748333333333332,503.01666666666665,South,5G,21.646045,75.282516,2016,82.02,Healthy,No Major Issue,1,0.13739500888314704,Normal
T1062,34.913000000000004,0.47708333333333336,120.81591666666667,35.586416666666665,-75.10683333333333,55.811083333333336,49.91458333333333,0.95975,1.5301666666666667,507.81666666666666,North,5G,30.392398,69.278516,2021,81.66,Healthy,No Major Issue,1,0.12765062743819394,Normal
T1063,34.69949999999999,0.5144166666666667,121.5395,35.93058333333333,-75.33816666666667,54.39691666666667,50.385,1.0031666666666665,1.5556666666666668,497.93333333333334,South,5G,12.362713,80.81323,2022,81.61,Healthy,No Major Issue,1,0.14715578664890072,Normal
T1064,34.550666666666665,0.5266666666666667,119.593,35.20366666666666,-76.08516666666667,55.126083333333334,50.88883333333333,0.9668333333333333,1.5174166666666666,498.35,Central,4G,11.020595,95.406477,2018,81.21,Healthy,No Major Issue,1,0.10449213541521629,Normal
T1065,34.84,0.5310833333333334,117.98375,34.861,-75.04433333333333,56.542833333333334,49.809916666666666,1.0290000000000001,1.5315833333333333,495.21666666666664,Central,4G,30.534066,84.892777,2018,81.38,Healthy,No Major Issue,1,0.11956386475541636,Normal
T1066,34.251,0.4659166666666667,119.70524999999999,34.01891666666667,-75.164,52.54816666666667,48.908500000000004,1.035,1.5005,503.875,West,4G,9.129379,78.574894,2016,82.13,Healthy,No Major Issue,1,0.07967466219492914,Normal
T1067,34.76483333333333,0.50325,122.40474999999999,37.17366666666667,-74.47675,55.625,48.92641666666667,1.0170000000000001,1.5601666666666667,480.65833333333336,East,4G,26.415801,87.341069,2021,81.85,Healthy,No Major Issue,1,0.10277739550525067,Normal
T1068,34.33675,0.4906666666666667,118.69308333333333,35.714000000000006,-75.13591666666666,55.293083333333335,50.796,0.9626666666666667,1.4793333333333334,506.40833333333336,Central,5G,34.2936,89.734851,2019,81.8,Healthy,No Major Issue,1,0.14771021373094723,Normal
T1069,34.67541666666667,0.5197499999999999,117.38141666666667,34.42491666666667,-75.05283333333334,54.8225,51.333333333333336,0.9801666666666667,1.4999166666666668,526.7166666666667,South,4G,31.798238,68.718804,2021,81.77,Healthy,No Major Issue,1,0.10769539422669316,Normal
T1070,34.21216666666667,0.5270833333333333,119.0655,34.170833333333334,-74.83874999999999,54.87108333333333,49.73275,1.0193333333333334,1.4743333333333333,505.9916666666667,West,4G,15.203754,90.833861,2017,81.87,Healthy,No Major Issue,1,0.13026528113020158,Normal
T1071,35.61033333333333,0.531,117.364,35.21183333333333,-75.24358333333333,54.891666666666666,49.057750000000006,1.0684166666666668,1.51475,497.35833333333335,West,4G,31.182018,74.450578,2023,81.4,Healthy,No Major Issue,1,0.09345394750854696,Normal
T1072,35.3035,0.49275,118.97525,35.772000000000006,-75.03758333333333,55.05141666666667,51.001416666666664,1.0145833333333334,1.4744166666666667,484.09166666666664,East,5G,30.154482,93.268368,2019,81.71,Healthy,No Major Issue,1,0.1424536936985497,Normal
T1073,35.1195,0.5323333333333333,119.14183333333334,35.92166666666667,-74.73325,54.33391666666667,48.61841666666667,0.9750833333333334,1.4586666666666666,504.725,North,4G,18.758581,76.079489,2017,81.99,Healthy,No Major Issue,1,0.11917962207908672,Normal
T1074,35.104166666666664,0.48741666666666666,122.23975,34.74041666666667,-75.29858333333333,54.4745,49.83025,1.05225,1.4641666666666666,495.9166666666667,East,5G,25.320007,79.590673,2024,81.65,Healthy,No Major Issue,1,0.14370615718685092,Normal
T1075,36.37475,0.513,117.88741666666667,34.77766666666666,-75.65708333333333,54.64816666666666,49.26075,0.9984166666666667,1.5156666666666667,492.96666666666664,East,4G,11.114227,96.141618,2018,81.3,Healthy,No Major Issue,1,0.1100605905896273,Normal
T1076,35.37008333333333,0.538,123.96025,34.91091666666667,-74.94308333333333,55.942,50.21008333333334,1.0025833333333334,1.5461666666666667,505.95,Central,5G,9.032944,85.300566,2021,81.47,Healthy,No Major Issue,1,0.10501860160038157,Normal
T1077,34.449333333333335,0.48333333333333334,121.73308333333333,34.34275,-74.15558333333334,55.177083333333336,50.545833333333334,0.9710833333333333,1.4754166666666668,501.55833333333334,East,5G,24.367639,82.831269,2022,82.3,Healthy,No Major Issue,1,0.12214618882533979,Normal
T1078,86.735,3.0650833333333334,127.03025,33.05983333333333,-82.8125,70.7735,49.588166666666666,3.5858333333333334,5.119416666666667,439.0416666666667,Central,4G,14.877508,88.554773,2016,57.68,Critical,Connection Failures,-1,-0.11096808766749566,Anomaly
T1079,34.0455,0.5145000000000001,121.736,34.58433333333333,-75.22575,54.969166666666666,50.70225,1.00475,1.4749166666666667,481.125,Central,4G,17.83398,70.029241,2021,81.73,Healthy,No Major Issue,1,0.10745039687149682,Normal
T1080,35.43991666666667,0.5365833333333333,119.05008333333333,35.64341666666667,-75.01583333333333,54.0345,49.441916666666664,0.9985833333333333,1.4499166666666667,506.8833333333333,Central,5G,25.911462,71.614134,2020,81.82,Healthy,No Major Issue,1,0.1025100256383365,Normal
T1081,35.049166666666665,0.5134166666666666,124.01016666666666,35.28525,-75.11333333333333,54.961416666666665,49.33391666666667,0.9888333333333333,1.557,499.325,Central,5G,26.006108,77.459304,2020,81.63,Healthy,No Major Issue,1,0.15635824422894573,Normal
T1082,35.07541666666667,0.4925,122.91616666666667,34.68008333333333,-75.18466666666667,53.036833333333334,50.12675,1.04175,1.4460000000000002,495.8666666666667,Central,4G,13.179683,87.282954,2022,81.95,Healthy,No Major Issue,1,0.12309898054935375,Normal
T1083,35.12616666666667,0.50025,115.96841666666666,36.47908333333333,-74.33200000000001,54.38891666666667,49.80433333333334,0.9738333333333333,1.5063333333333333,505.2583333333333,South,5G,18.96403,92.17803,2020,82.2,Healthy,No Major Issue,1,0.15360091311383456,Normal
T1084,35.199,0.51725,116.55191666666666,34.07266666666666,-75.52516666666666,56.66191666666667,51.31308333333333,1.0321666666666667,1.4709166666666667,489.60833333333335,East,4G,19.60698,84.819559,2021,81.16,Healthy,No Major Issue,1,0.1127526522731061,Normal
T1085,34.7175,0.5167499999999999,119.17833333333333,35.44016666666666,-74.44200000000001,55.407000000000004,51.01141666666667,1.0245833333333334,1.47875,497.3833333333333,West,5G,19.938315,74.197341,2023,81.95,Healthy,No Major Issue,1,0.15550445223493808,Normal
T1086,36.22666666666667,0.51175,119.9235,35.28308333333334,-74.92266666666666,53.983666666666664,50.2055,0.9614999999999999,1.4871666666666667,508.075,South,4G,15.662233,87.251761,2025,81.87,Healthy,No Major Issue,1,0.12041597070844934,Normal
T1087,35.3375,0.5424166666666667,119.57341666666666,34.771166666666666,-74.93641666666667,55.26891666666666,50.27125,1.0006666666666666,1.4275,504.94166666666666,East,4G,30.097434,89.783006,2020,81.69,Healthy,No Major Issue,1,0.09461927461769559,Normal
T1088,33.4185,0.516,120.86375,34.56491666666667,-75.704,55.125083333333336,49.95341666666666,0.9509166666666666,1.5158333333333334,506.75,South,4G,11.978557,69.340198,2023,81.56,Healthy,No Major Issue,1,0.06758097891462223,Normal
T1089,34.81675,0.48408333333333337,114.59066666666666,34.84325,-74.75041666666667,55.28941666666667,49.907333333333334,1.02175,1.4933333333333332,494.9916666666667,Central,4G,20.296237,93.69797,2025,81.86,Healthy,No Major Issue,1,0.16505776024171914,Normal
T1090,34.59408333333333,0.5050833333333333,119.30258333333333,34.79708333333333,-74.47308333333334,55.59491666666667,50.74575,0.9915,1.5455833333333333,496.90833333333336,South,5G,21.348184,75.075549,2016,81.92,Healthy,No Major Issue,1,0.1587107478897628,Normal
T1091,34.264583333333334,0.48725,120.49516666666666,35.001666666666665,-75.83058333333334,55.69466666666666,50.672000000000004,1.014,1.4853333333333334,483.525,North,5G,13.908711,91.319186,2024,81.32,Healthy,No Major Issue,1,0.1015433604410334,Normal
T1092,34.24083333333333,0.5116666666666666,120.35716666666667,34.85066666666667,-75.24074999999999,55.728833333333334,51.5275,0.9905,1.5406666666666666,495.56666666666666,West,4G,23.049956,94.60663,2017,81.55,Healthy,No Major Issue,1,0.1505063180377691,Normal
T1093,34.70883333333334,0.4825,117.47525,35.689750000000004,-75.22358333333334,55.23066666666667,51.266333333333336,1.0013333333333334,1.5655000000000001,499.19166666666666,West,4G,29.638248,87.359754,2024,81.6,Healthy,No Major Issue,1,0.1454257940548936,Normal
T1094,34.93508333333333,0.5176666666666666,120.29958333333335,34.477333333333334,-74.84983333333334,54.079166666666666,50.303666666666665,0.9590833333333334,1.5410833333333334,496.9166666666667,Central,5G,33.651069,93.851352,2025,81.95,Healthy,No Major Issue,1,0.14392639880560532,Normal
T1095,34.39308333333334,0.5151666666666667,120.74425,34.41625,-75.45133333333334,54.42691666666666,50.79233333333333,0.9925833333333334,1.4394166666666666,490.175,Central,5G,30.425368,83.888287,2018,81.71,Healthy,No Major Issue,1,0.12563973690881564,Normal
T1096,33.305,0.49375,125.643,34.57216666666667,-75.26791666666666,54.720166666666664,49.48133333333333,0.9695,1.5115,509.60833333333335,West,5G,14.998172,75.169952,2020,81.87,Healthy,No Major Issue,1,0.08721459211894605,Normal
T1097,34.50866666666666,0.49225,120.14416666666666,35.37966666666667,-74.83216666666667,55.07391666666667,50.164,0.9866666666666667,1.5335833333333333,500.2416666666667,Central,5G,24.922208,75.963326,2017,81.87,Healthy,No Major Issue,1,0.16586240537735952,Normal
T1098,34.97991666666667,0.5009166666666667,120.08708333333334,36.091,-75.06208333333333,55.10933333333333,48.8065,1.0490833333333334,1.5000833333333332,516.8583333333333,East,4G,15.336308,77.271577,2024,81.63,Healthy,No Major Issue,1,0.13311311538541654,Normal
T1099,34.272666666666666,0.5035000000000001,119.42008333333334,35.1785,-75.21941666666666,52.903666666666666,50.31583333333333,0.9950833333333333,1.4768333333333332,508.6166666666667,North,4G,12.072428,79.108023,2018,82.05,Healthy,No Major Issue,1,0.11564992610291502,Normal
T1100,35.057750000000006,0.5259166666666667,119.59416666666667,34.74691666666667,-74.88799999999999,55.79241666666667,51.290333333333336,1.0230833333333333,1.5714166666666667,501.46666666666664,South,4G,19.201433,77.59556,2023,81.52,Healthy,No Major Issue,1,0.11691756317812074,Normal
T1101,35.01975,0.5135833333333334,119.89699999999999,35.01083333333334,-75.1405,55.16441666666666,49.23141666666667,0.93425,1.4815,504.85,West,4G,13.584529,80.184162,2025,81.74,Healthy,No Major Issue,1,0.14602824940679715,Normal
T1102,34.77833333333333,0.4856666666666667,115.75125,33.73191666666666,-75.164,56.06133333333333,49.936083333333336,1.0085,1.4636666666666664,496.90833333333336,North,5G,20.878453,95.339508,2020,81.58,Healthy,No Major Issue,1,0.155021152755976,Normal
T1103,35.9445,0.5061666666666667,119.70166666666667,35.5095,-75.49991666666666,53.57899999999999,50.061166666666665,1.02325,1.4895833333333333,495.5083333333333,West,5G,22.531955,89.304388,2025,81.58,Healthy,No Major Issue,1,0.125787831242271,Normal
T1104,34.18691666666667,0.493,125.47841666666666,36.07025,-75.08066666666667,55.617666666666665,50.37283333333333,0.9908333333333333,1.5433333333333332,481.525,South,5G,13.924384,80.639243,2016,81.68,Healthy,No Major Issue,1,0.11093818583782117,Normal
T1105,34.46133333333333,0.47,119.4885,35.269083333333334,-75.08691666666667,56.181583333333336,50.17308333333333,0.96375,1.4508333333333332,496.9583333333333,West,5G,26.059588,91.146127,2018,81.75,Healthy,No Major Issue,1,0.11125173174224229,Normal
