timestamp,tower_id,active_users,download_mbps,upload_mbps,latency_ms,packet_loss_pct,signal_strength_dbm,cpu_utilization_pct,memory_utilization_pct,call_drop_rate,connection_failure_rate
2026-01-01 00:00:00,T1006,404,78.28,28.03,53.66,0.66,-77.68,44.3,48.47,2.74,1.78
2026-01-01 06:00:00,T1006,348,93.77,37.73,55.32,0.44,-78.87,65.2,47.92,1.81,2.04
2026-01-01 12:00:00,T1006,388,79.11,5.55,34.76,1.32,-84.98,69.59,40.7,1.19,1.59
2026-01-01 18:00:00,T1006,672,58.46,31.98,45.1,0.81,-71.3,52.39,49.0,1.55,1.23
2026-01-01 00:00:00,T1007,513,89.93,34.52,32.62,2.99,-90.62,48.18,60.88,1.7,1.06
2026-01-01 06:00:00,T1007,475,72.6,21.46,53.5,1.75,-80.54,60.8,58.07,2.07,1.94
2026-01-01 12:00:00,T1007,400,71.6,29.48,51.1,1.49,-74.06,65.33,49.08,1.88,1.36
2026-01-01 18:00:00,T1007,473,96.48,29.95,53.14,2.41,-74.83,58.18,51.9,1.73,1.41
2026-01-01 00:00:00,T1008,511,88.93,20.09,65.92,0.8,-84.71,63.9,62.92,1.94,1.94
2026-01-01 06:00:00,T1008,498,66.54,25.45,38.23,2.18,-76.18,40.09,51.79,1.79,1.11
2026-01-01 12:00:00,T1008,401,83.66,26.47,39.93,1.17,-73.14,32.62,40.93,1.0,1.35
2026-01-01 18:00:00,T1008,537,102.13,30.15,43.4,1.49,-83.02,49.78,52.11,1.73,0.92
2026-01-01 00:00:00,T1009,562,102.99,24.35,49.02,1.98,-78.21,52.69,55.13,1.57,0.96
2026-01-01 06:00:00,T1009,502,87.47,33.71,54.59,3.01,-81.14,60.47,56.83,3.03,0.93
2026-01-01 12:00:00,T1009,399,71.01,12.26,39.74,0.97,-73.8,54.1,73.76,2.17,1.1
2026-01-01 18:00:00,T1009,392,87.38,17.08,63.31,2.33,-78.75,29.44,68.54,1.42,2.37
2026-01-01 00:00:00,T1010,308,71.01,25.03,45.47,1.18,-70.02,37.19,53.58,1.58,1.86
2026-01-01 06:00:00,T1010,585,63.13,15.8,57.78,1.73,-80.99,68.61,56.16,2.33,1.55
2026-01-01 12:00:00,T1010,747,106.33,23.51,54.72,1.95,-64.05,38.42,61.86,2.24,0.27
2026-01-01 18:00:00,T1010,358,49.41,23.38,52.18,2.55,-74.41,69.54,41.2,0.31,1.46
2026-01-01 00:00:00,T1011,546,79.51,12.6,44.11,0.59,-69.64,54.4,45.6,1.14,0.76
2026-01-01 06:00:00,T1011,492,94.33,19.09,50.04,1.13,-81.34,48.72,44.65,1.11,0.66
2026-01-01 12:00:00,T1011,735,80.53,20.8,47.14,1.42,-76.77,57.37,62.58,1.13,1.1
2026-01-01 18:00:00,T1011,466,45.47,15.91,58.67,2.65,-76.99,56.92,58.11,3.66,2.28
2026-01-01 00:00:00,T1012,484,65.67,15.36,47.03,0.97,-86.38,42.24,44.18,2.68,2.12
2026-01-01 06:00:00,T1012,499,102.2,25.46,36.39,2.57,-70.69,37.55,53.1,0.89,0.53
2026-01-01 12:00:00,T1012,611,108.64,16.61,50.63,1.04,-78.9,42.89,46.36,1.53,0.92
2026-01-01 18:00:00,T1012,532,79.25,23.57,35.92,1.1,-68.96,56.01,45.22,1.57,2.03
2026-01-01 00:00:00,T1013,299,88.15,21.02,50.71,0.97,-89.44,30.47,55.48,1.68,0.87
2026-01-01 06:00:00,T1013,576,55.08,24.6,32.89,1.04,-74.62,39.68,51.15,2.2,1.1
2026-01-01 12:00:00,T1013,600,63.05,28.18,59.42,0.0,-81.38,56.92,52.97,1.76,1.08
2026-01-01 18:00:00,T1013,510,77.66,32.01,47.54,1.74,-78.3,44.15,50.67,1.78,1.21
2026-01-01 00:00:00,T1014,534,111.13,30.23,41.74,2.34,-78.26,25.54,44.92,0.19,1.25
2026-01-01 06:00:00,T1014,502,105.15,26.96,42.81,2.08,-92.69,52.83,62.71,0.46,2.3
2026-01-01 12:00:00,T1014,540,73.77,28.8,67.71,1.63,-73.01,44.49,46.5,2.08,0.9
2026-01-01 18:00:00,T1014,508,72.84,27.87,48.34,2.23,-79.08,46.76,45.21,1.19,1.76
2026-01-01 00:00:00,T1015,590,66.17,30.22,58.56,1.79,-59.99,40.71,42.55,0.25,2.55
2026-01-01 06:00:00,T1015,578,79.17,26.68,33.75,3.21,-73.97,51.31,62.26,1.84,1.66
2026-01-01 12:00:00,T1015,405,87.07,36.29,58.45,2.62,-79.09,38.12,53.74,1.54,2.27
2026-01-01 18:00:00,T1015,296,102.94,24.05,40.73,0.79,-88.24,59.88,55.73,0.6,0.59
2026-01-01 00:00:00,T1016,459,105.04,23.44,29.97,1.33,-77.18,17.64,54.46,1.34,1.99
2026-01-01 06:00:00,T1016,721,96.9,23.39,33.93,3.3,-74.53,50.17,54.76,1.64,1.4
2026-01-01 12:00:00,T1016,431,71.8,24.8,39.57,1.0,-74.15,46.94,70.04,0.0,2.26
2026-01-01 18:00:00,T1016,649,48.9,22.94,41.29,0.51,-81.22,36.67,72.52,2.15,2.39
2026-01-01 00:00:00,T1017,586,63.06,21.85,49.89,0.64,-69.3,47.12,51.25,2.0,1.81
2026-01-01 06:00:00,T1017,456,97.39,18.51,51.16,1.92,-77.48,53.91,42.49,2.15,1.37
2026-01-01 12:00:00,T1017,437,95.74,20.77,30.92,0.41,-70.15,34.63,72.55,0.04,2.69
2026-01-01 18:00:00,T1017,525,78.55,21.73,48.99,1.47,-66.17,51.37,56.5,1.25,1.46
2026-01-01 00:00:00,T1018,536,54.35,16.91,52.43,1.62,-76.47,50.22,58.48,1.12,0.96
2026-01-01 06:00:00,T1018,523,65.32,27.45,27.97,2.22,-71.22,53.07,64.83,2.67,2.21
2026-01-01 12:00:00,T1018,279,60.81,21.25,45.26,1.86,-80.81,52.24,47.45,1.07,0.52
2026-01-01 18:00:00,T1018,389,59.72,19.14,55.54,0.84,-53.94,55.92,56.85,0.9,1.99
2026-01-01 00:00:00,T1019,430,81.83,40.36,44.04,2.3,-80.63,49.58,72.71,1.06,2.77
2026-01-01 06:00:00,T1019,584,71.56,28.79,54.73,1.94,-87.56,41.27,52.52,1.45,1.93
2026-01-01 12:00:00,T1019,521,59.97,27.28,51.11,1.89,-66.35,60.01,59.59,1.45,0.34
2026-01-01 18:00:00,T1019,551,83.12,26.63,32.23,0.74,-66.57,49.53,61.82,1.52,1.52
2026-01-01 00:00:00,T1020,612,72.26,25.58,40.38,1.2,-77.47,52.67,50.21,2.38,0.87
2026-01-01 06:00:00,T1020,477,73.4,33.68,46.97,2.22,-86.88,53.2,63.9,1.56,2.25
2026-01-01 12:00:00,T1020,437,101.14,38.79,41.37,1.19,-63.37,68.95,49.77,1.21,1.3
2026-01-01 18:00:00,T1020,338,66.22,18.98,37.32,1.48,-73.13,68.61,45.02,2.19,1.35
2026-01-01 00:00:00,T1021,494,90.12,18.26,48.82,1.62,-71.06,53.47,79.55,1.05,1.13
2026-01-01 06:00:00,T1021,425,71.67,21.18,56.89,2.49,-79.57,40.01,59.71,1.11,1.94
2026-01-01 12:00:00,T1021,524,57.26,34.29,62.96,1.07,-78.1,53.43,58.34,1.96,2.91
2026-01-01 18:00:00,T1021,478,68.03,16.72,37.69,1.48,-60.64,43.79,57.24,1.49,2.33
2026-01-01 00:00:00,T1022,803,72.04,22.06,55.44,1.98,-60.23,57.01,51.41,1.91,2.28
2026-01-01 06:00:00,T1022,598,87.61,31.4,56.69,2.47,-69.81,47.99,56.47,2.34,0.93
2026-01-01 12:00:00,T1022,544,74.1,25.17,57.78,1.63,-74.63,33.68,62.46,1.95,3.01
2026-01-01 18:00:00,T1022,463,83.29,26.5,60.77,1.43,-72.77,57.29,56.87,1.19,1.64
2026-01-01 00:00:00,T1023,628,64.6,25.8,38.0,2.34,-87.19,43.29,58.77,2.6,1.45
2026-01-01 06:00:00,T1023,433,108.22,16.31,23.01,1.81,-79.02,37.75,62.08,1.67,1.11
2026-01-01 12:00:00,T1023,346,93.09,28.9,44.01,2.79,-83.56,31.69,48.08,1.47,1.67
2026-01-01 18:00:00,T1023,471,85.28,17.49,59.44,1.44,-66.06,54.11,59.57,1.9,1.81
2026-01-01 00:00:00,T1024,577,99.94,26.18,52.09,1.44,-63.48,41.88,73.01,1.47,0.5
2026-01-01 06:00:00,T1024,515,69.78,30.04,38.47,1.19,-90.12,44.57,30.76,0.39,2.03
2026-01-01 12:00:00,T1024,594,86.38,19.2,44.52,1.5,-84.27,68.04,63.77,1.35,1.52
2026-01-01 18:00:00,T1024,525,49.37,23.52,38.18,0.8,-77.25,71.57,61.41,1.1,1.9
2026-01-01 00:00:00,T1025,667,93.87,25.36,38.53,1.99,-71.85,60.74,61.35,2.23,1.13
2026-01-01 06:00:00,T1025,658,82.96,37.45,38.11,2.72,-73.42,42.18,50.16,1.28,1.8
2026-01-01 12:00:00,T1025,562,71.39,24.85,66.42,2.71,-71.51,50.46,56.2,1.93,0.78
2026-01-01 18:00:00,T1025,469,54.97,27.4,51.47,1.16,-62.41,35.29,40.36,1.66,2.23
2026-01-01 00:00:00,T1026,702,73.12,31.47,44.61,1.38,-67.93,57.83,39.24,2.53,2.47
2026-01-01 06:00:00,T1026,424,85.94,27.96,47.61,1.11,-80.37,49.69,66.73,1.88,1.24
2026-01-01 12:00:00,T1026,592,37.27,31.89,27.6,1.25,-83.96,34.46,66.61,1.17,1.74
2026-01-01 18:00:00,T1026,494,87.16,25.46,32.17,2.2,-78.95,31.32,50.72,2.55,2.1
2026-01-01 00:00:00,T1027,458,74.76,23.07,65.77,1.77,-71.56,62.36,57.39,1.32,1.36
2026-01-01 06:00:00,T1027,491,79.44,29.37,45.52,2.01,-75.65,50.94,35.02,2.14,1.74
2026-01-01 12:00:00,T1027,619,36.56,37.53,43.6,2.28,-83.32,57.35,44.47,1.06,2.84
2026-01-01 18:00:00,T1027,477,83.26,30.22,49.96,1.61,-72.08,78.84,54.42,1.64,2.24
2026-01-01 00:00:00,T1028,632,97.81,28.83,33.57,2.64,-84.17,53.63,47.46,1.46,1.73
2026-01-01 06:00:00,T1028,538,86.33,34.68,49.54,1.33,-67.29,64.27,42.72,1.92,1.99
2026-01-01 12:00:00,T1028,464,100.64,24.1,46.26,1.38,-74.88,36.84,40.6,2.62,0.91
2026-01-01 18:00:00,T1028,381,47.7,21.17,31.77,2.65,-66.92,41.74,77.52,2.19,1.27
2026-01-01 00:00:00,T1029,200,114.36,16.66,28.55,2.22,-55.48,66.61,60.64,1.92,2.1
2026-01-01 06:00:00,T1029,591,84.22,25.63,44.37,0.97,-77.25,29.68,54.02,0.81,0.73
2026-01-01 12:00:00,T1029,521,100.88,30.51,29.29,0.81,-67.47,38.21,52.75,1.89,0.82
2026-01-01 18:00:00,T1029,512,59.99,21.39,48.2,0.38,-71.48,49.76,60.52,1.66,2.45
2026-01-01 00:00:00,T1030,515,73.56,25.73,50.43,1.53,-74.68,41.58,48.37,0.52,2.72
2026-01-01 06:00:00,T1030,350,69.61,20.69,53.95,1.29,-65.02,41.92,57.79,0.92,3.0
2026-01-01 12:00:00,T1030,357,84.65,28.8,49.14,1.37,-76.04,50.53,53.53,2.17,3.05
2026-01-01 18:00:00,T1030,433,59.45,24.47,70.8,0.94,-61.89,70.13,49.46,1.9,2.64
2026-01-01 00:00:00,T1031,454,76.95,21.51,34.85,1.05,-84.79,50.41,47.3,1.66,0.41
2026-01-01 06:00:00,T1031,539,92.5,13.04,48.74,2.36,-84.68,70.07,59.19,1.01,1.46
2026-01-01 12:00:00,T1031,566,81.14,28.23,35.79,1.62,-86.31,48.67,45.96,0.99,2.37
2026-01-01 18:00:00,T1031,630,89.14,18.45,41.84,2.35,-73.87,77.83,58.93,1.63,1.28
2026-01-01 00:00:00,T1032,516,77.71,29.25,54.57,0.95,-85.65,27.97,60.08,0.73,0.0
2026-01-01 06:00:00,T1032,546,117.39,24.96,53.38,1.56,-75.79,61.03,52.1,1.69,1.73
2026-01-01 12:00:00,T1032,419,94.88,23.95,37.44,1.88,-82.19,50.34,54.91,2.26,1.83
2026-01-01 18:00:00,T1032,496,92.27,33.34,50.58,1.51,-85.49,37.22,51.95,1.07,1.37
2026-01-01 00:00:00,T1033,506,87.95,24.58,49.87,1.55,-90.8,38.73,53.56,0.65,1.92
2026-01-01 06:00:00,T1033,683,98.28,23.72,59.91,1.6,-77.7,42.64,51.98,1.23,1.62
2026-01-01 12:00:00,T1033,519,80.05,27.62,56.91,2.16,-86.88,19.35,64.34,0.54,1.34
2026-01-01 18:00:00,T1033,359,52.97,28.25,52.59,1.1,-95.73,43.45,58.92,0.46,1.63
2026-01-01 00:00:00,T1034,498,88.69,25.72,35.27,2.34,-76.27,49.67,45.67,1.19,0.88
2026-01-01 06:00:00,T1034,479,105.68,16.77,28.86,2.53,-76.67,41.97,65.4,1.08,2.78
2026-01-01 12:00:00,T1034,581,72.68,37.94,38.94,2.02,-72.61,65.62,70.62,1.52,0.97
2026-01-01 18:00:00,T1034,555,69.83,37.08,46.37,1.24,-73.52,33.83,45.28,2.34,1.04
2026-01-01 00:00:00,T1035,374,88.05,32.11,52.19,2.2,-81.05,32.94,70.01,1.27,1.32
2026-01-01 06:00:00,T1035,659,88.34,27.74,66.65,1.05,-67.58,50.68,57.69,2.57,1.86
2026-01-01 12:00:00,T1035,564,96.09,22.81,36.61,0.77,-90.73,74.67,43.97,1.35,1.31
2026-01-01 18:00:00,T1035,536,92.24,30.16,39.17,1.38,-72.74,47.02,71.07,1.84,2.01
2026-01-01 00:00:00,T1036,579,97.6,26.09,32.03,1.78,-80.21,43.66,60.86,2.37,1.51
2026-01-01 06:00:00,T1036,537,105.53,26.44,71.02,1.9,-89.09,59.04,58.81,2.4,1.97
2026-01-01 12:00:00,T1036,483,61.64,23.75,36.49,1.09,-70.29,70.04,58.95,0.66,1.81
2026-01-01 18:00:00,T1036,643,70.85,24.2,45.15,0.95,-69.81,48.55,59.2,0.88,1.19
2026-01-01 00:00:00,T1037,586,74.41,35.36,41.0,1.66,-67.54,32.98,37.39,0.43,2.38
2026-01-01 06:00:00,T1037,433,118.37,21.61,46.85,2.58,-58.95,74.74,67.08,2.22,1.91
2026-01-01 12:00:00,T1037,593,71.73,20.09,44.97,1.38,-78.63,58.36,64.55,1.56,2.53
2026-01-01 18:00:00,T1037,362,77.1,20.7,26.33,1.44,-75.97,68.16,61.31,0.78,2.8
2026-01-01 00:00:00,T1038,646,88.73,23.64,35.41,1.24,-66.29,72.62,70.43,1.16,0.72
2026-01-01 06:00:00,T1038,516,53.47,26.94,43.52,1.17,-87.76,56.16,49.67,0.68,0.0
2026-01-01 12:00:00,T1038,496,106.58,34.97,40.43,1.08,-71.25,38.02,58.02,2.04,2.36
2026-01-01 18:00:00,T1038,487,76.94,19.73,36.73,1.34,-72.06,60.96,46.97,2.54,1.31
2026-01-01 00:00:00,T1039,497,68.79,10.45,53.84,2.02,-77.25,50.8,60.16,0.41,1.13
2026-01-01 06:00:00,T1039,595,61.19,26.76,31.43,1.83,-75.29,30.62,66.65,0.99,0.93
2026-01-01 12:00:00,T1039,524,97.23,18.91,45.62,1.8,-69.46,52.12,51.33,0.92,1.56
2026-01-01 18:00:00,T1039,371,36.18,27.62,54.04,0.0,-83.08,57.43,75.57,1.51,0.99
2026-01-01 00:00:00,T1040,478,100.62,21.12,37.01,1.16,-82.63,51.47,71.25,1.73,1.32
2026-01-01 06:00:00,T1040,464,56.55,30.3,44.22,1.37,-49.46,53.59,47.48,1.2,2.3
2026-01-01 12:00:00,T1040,513,58.43,30.52,38.32,2.81,-66.36,44.63,67.81,1.55,2.1
2026-01-01 18:00:00,T1040,558,67.3,21.14,55.3,1.27,-78.23,38.54,59.24,2.94,0.75
2026-01-01 00:00:00,T1041,502,101.18,24.52,49.52,0.76,-71.57,47.75,64.86,2.33,3.31
2026-01-01 06:00:00,T1041,569,84.89,26.17,41.47,1.74,-77.36,52.02,68.18,0.8,2.3
2026-01-01 12:00:00,T1041,658,78.23,12.27,38.92,2.41,-75.18,38.01,49.95,2.09,1.88
2026-01-01 18:00:00,T1041,471,74.5,22.65,35.78,2.63,-77.58,64.61,70.21,2.2,1.2
2026-01-01 00:00:00,T1042,548,79.64,19.58,48.24,0.67,-65.5,44.42,57.01,1.7,1.32
2026-01-01 06:00:00,T1042,570,72.88,30.23,31.54,1.59,-59.49,38.0,48.22,1.86,1.63
2026-01-01 12:00:00,T1042,542,87.34,28.81,56.1,1.79,-76.93,58.07,74.0,1.41,0.82
2026-01-01 18:00:00,T1042,632,78.19,11.96,53.47,1.13,-75.72,53.98,56.9,2.0,1.2
2026-01-01 00:00:00,T1043,561,76.11,29.43,51.15,0.85,-66.31,43.57,63.08,1.76,2.79
2026-01-01 06:00:00,T1043,473,74.76,24.88,41.97,2.06,-87.93,37.36,44.32,2.17,2.7
2026-01-01 12:00:00,T1043,487,77.47,25.42,56.62,0.85,-73.09,61.7,60.01,1.63,2.2
2026-01-01 18:00:00,T1043,175,90.17,21.08,26.69,1.86,-64.01,48.35,64.53,2.63,2.42
2026-01-01 00:00:00,T1044,696,91.13,25.45,28.98,1.33,-81.75,76.05,53.24,1.59,1.89
2026-01-01 06:00:00,T1044,505,105.43,21.26,46.95,0.98,-85.56,42.66,54.63,1.2,1.02
2026-01-01 12:00:00,T1044,331,78.75,15.97,52.6,1.56,-86.66,46.29,47.48,1.72,2.44
2026-01-01 18:00:00,T1044,274,81.73,24.04,51.71,1.65,-81.02,46.17,47.04,2.25,1.51
2026-01-01 00:00:00,T1045,728,79.09,20.75,29.86,0.24,-87.67,53.21,60.09,0.39,2.13
2026-01-01 06:00:00,T1045,442,82.2,34.67,53.97,1.31,-82.13,24.18,47.81,1.35,0.81
2026-01-01 12:00:00,T1045,484,81.15,23.65,38.5,1.62,-71.46,36.92,69.11,1.43,1.51
2026-01-01 18:00:00,T1045,584,83.5,30.72,47.87,1.07,-72.11,36.28,56.09,1.48,1.35
2026-01-01 00:00:00,T1046,484,51.77,21.71,45.93,1.61,-83.22,65.19,46.34,2.18,1.8
2026-01-01 06:00:00,T1046,422,106.63,17.84,54.19,2.2,-80.36,66.71,52.5,1.7,1.68
2026-01-01 12:00:00,T1046,483,92.16,29.76,27.51,2.41,-88.3,62.39,66.27,0.74,1.21
2026-01-01 18:00:00,T1046,367,76.78,23.15,52.8,2.42,-63.83,43.25,52.91,0.32,0.94
2026-01-01 00:00:00,T1047,615,104.23,17.59,39.08,1.48,-72.76,40.28,59.24,1.17,1.49
2026-01-01 06:00:00,T1047,565,80.1,22.38,43.9,1.44,-77.96,46.89,70.99,1.89,1.29
2026-01-01 12:00:00,T1047,583,74.99,32.04,48.7,1.42,-71.42,31.15,43.73,0.66,1.6
2026-01-01 18:00:00,T1047,707,113.47,28.83,50.01,0.24,-79.34,40.55,48.79,1.38,1.17
2026-01-01 00:00:00,T1048,262,91.22,18.56,47.39,2.95,-82.36,19.64,52.14,2.27,2.87
2026-01-01 06:00:00,T1048,352,87.45,22.21,43.94,3.35,-87.02,53.04,59.68,2.26,1.57
2026-01-01 12:00:00,T1048,536,74.13,26.61,41.57,1.94,-77.96,54.53,54.71,2.29,1.46
2026-01-01 18:00:00,T1048,287,98.93,19.57,38.46,1.08,-64.0,24.37,86.38,2.24,1.66
2026-01-01 00:00:00,T1049,493,84.28,28.13,51.45,1.89,-74.28,47.63,53.49,1.36,2.29
2026-01-01 06:00:00,T1049,571,35.89,28.94,46.95,1.49,-78.11,63.49,64.48,0.96,1.78
2026-01-01 12:00:00,T1049,383,59.31,21.24,53.62,2.17,-70.9,58.7,60.16,1.05,1.8
2026-01-01 18:00:00,T1049,596,91.31,32.13,52.08,1.75,-66.44,49.68,46.18,1.39,0.98
2026-01-01 00:00:00,T1050,418,77.83,20.25,41.92,0.17,-73.29,50.01,46.83,1.96,2.16
2026-01-01 06:00:00,T1050,307,68.56,20.39,35.6,2.08,-76.55,46.83,34.96,1.94,0.63
2026-01-01 12:00:00,T1050,507,84.16,33.16,31.91,0.0,-73.53,71.61,67.39,1.65,1.16
2026-01-01 18:00:00,T1050,596,65.4,27.86,50.05,2.24,-52.92,54.71,49.91,1.48,0.26
2026-01-01 00:00:00,T1051,416,73.86,21.86,46.52,0.92,-66.03,50.0,54.91,1.27,1.61
2026-01-01 06:00:00,T1051,599,66.99,21.05,41.96,0.56,-81.55,44.29,63.74,1.68,1.64
2026-01-01 12:00:00,T1051,602,77.94,27.34,43.97,1.69,-79.66,20.73,53.66,2.5,2.15
2026-01-01 18:00:00,T1051,615,98.54,25.53,46.97,1.07,-77.53,57.39,67.04,1.4,1.18
2026-01-01 00:00:00,T1052,500,89.02,16.34,22.04,1.11,-84.77,43.9,53.52,1.18,2.52
2026-01-01 06:00:00,T1052,539,84.51,28.73,33.61,2.23,-75.61,58.05,44.28,0.41,2.07
2026-01-01 12:00:00,T1052,545,66.47,19.78,56.25,0.67,-61.86,39.19,61.38,1.27,1.92
2026-01-01 18:00:00,T1052,434,77.56,25.25,34.98,2.02,-79.11,47.26,45.06,0.0,1.37
2026-01-01 00:00:00,T1053,789,91.77,24.88,42.37,1.52,-70.62,35.83,66.14,2.0,2.0
2026-01-01 06:00:00,T1053,552,80.29,29.04,50.92,1.25,-79.59,51.22,70.49,0.63,0.47
2026-01-01 12:00:00,T1053,519,80.76,26.04,47.44,1.34,-63.08,30.79,46.72,1.43,0.35
2026-01-01 18:00:00,T1053,478,104.92,25.13,47.31,0.62,-79.93,45.5,51.82,2.4,1.89
2026-01-01 00:00:00,T1054,366,83.7,27.99,56.4,2.61,-83.12,40.27,42.42,1.34,1.83
2026-01-01 06:00:00,T1054,618,78.86,23.08,46.52,0.92,-58.28,30.71,56.85,2.92,1.5
2026-01-01 12:00:00,T1054,477,74.64,23.92,58.73,0.0,-62.73,32.91,52.33,1.2,1.91
2026-01-01 18:00:00,T1054,308,86.93,37.15,31.37,1.63,-80.3,55.11,55.19,1.05,1.84
2026-01-01 00:00:00,T1055,716,77.14,29.32,32.07,0.83,-71.22,67.81,58.56,1.28,1.5
2026-01-01 06:00:00,T1055,349,89.07,30.29,40.48,1.17,-72.87,44.76,54.34,2.97,1.33
2026-01-01 12:00:00,T1055,456,70.29,29.47,43.19,1.05,-64.43,67.04,49.0,0.19,2.21
2026-01-01 18:00:00,T1055,417,91.86,13.18,53.93,0.65,-69.15,50.17,45.46,1.22,1.98
2026-01-01 00:00:00,T1056,512,88.77,36.86,29.36,2.63,-74.17,39.21,41.7,1.37,2.15
2026-01-01 06:00:00,T1056,484,102.67,16.29,44.88,0.62,-72.09,60.64,50.79,0.0,1.64
2026-01-01 12:00:00,T1056,552,86.06,32.41,34.29,1.98,-65.46,28.66,58.2,1.15,1.44
2026-01-01 18:00:00,T1056,541,72.69,20.95,45.34,0.74,-83.69,58.15,43.51,1.97,1.82
2026-01-01 00:00:00,T1057,292,69.84,32.16,35.19,1.17,-71.3,59.4,52.48,1.08,2.5
2026-01-01 06:00:00,T1057,708,94.68,25.51,36.92,0.92,-70.82,55.02,69.02,1.96,0.45
2026-01-01 12:00:00,T1057,626,65.03,22.7,47.5,2.9,-50.12,57.28,53.17,1.87,2.12
2026-01-01 18:00:00,T1057,461,106.93,26.38,49.98,1.97,-71.63,60.07,48.83,1.11,0.73
2026-01-01 00:00:00,T1058,552,91.68,27.75,61.74,1.5,-69.65,36.9,51.13,1.99,2.09
2026-01-01 06:00:00,T1058,464,78.93,15.89,41.43,2.12,-70.4,56.01,55.5,1.5,1.04
2026-01-01 12:00:00,T1058,583,86.31,27.95,39.74,0.0,-66.22,44.25,46.37,1.99,1.23
2026-01-01 18:00:00,T1058,627,89.26,29.1,31.34,2.35,-72.91,45.57,56.43,0.26,1.79
2026-01-01 00:00:00,T1059,376,59.71,15.87,56.13,1.06,-62.73,43.57,37.93,0.72,2.37
2026-01-01 06:00:00,T1059,481,71.78,25.96,50.02,2.28,-63.41,45.68,41.74,1.21,1.68
2026-01-01 12:00:00,T1059,384,65.64,27.06,44.51,1.52,-81.07,47.24,45.76,2.12,2.22
2026-01-01 18:00:00,T1059,278,66.06,16.02,38.5,1.44,-86.6,38.94,44.96,1.65,1.55
2026-01-01 00:00:00,T1060,413,82.65,21.72,42.28,2.67,-64.28,34.41,63.3,2.07,0.7
2026-01-01 06:00:00,T1060,598,103.07,18.26,35.82,2.21,-72.83,56.62,58.41,1.77,0.57
2026-01-01 12:00:00,T1060,625,97.54,23.62,44.57,0.43,-70.89,56.86,54.38,2.29,1.27
2026-01-01 18:00:00,T1060,567,64.71,24.86,43.26,1.66,-77.96,48.42,63.26,1.19,0.38
2026-01-01 00:00:00,T1061,709,100.72,17.25,51.9,1.15,-72.89,53.53,52.66,0.95,1.02
2026-01-01 06:00:00,T1061,390,67.52,24.6,37.84,1.98,-63.1,43.04,57.39,1.85,1.83
